freq,psd_x,psd_y,psd_z,psd_xyz
84.5,3.128e+06,8.574e+04,2.397e+04,3.238e+06
86.2,4.049e+06,1.252e+05,2.190e+04,4.196e+06
87.8,5.461e+06,1.377e+05,2.037e+04,5.619e+06
89.4,6.526e+06,1.500e+05,2.943e+04,6.705e+06
91.0,6.953e+06,1.423e+05,9.072e+04,7.186e+06
92.7,6.760e+06,8.590e+04,1.324e+05,6.978e+06
94.3,5.867e+06,4.881e+04,1.396e+05,6.055e+06
95.9,4.923e+06,3.343e+04,1.847e+05,5.141e+06
97.5,4.261e+06,2.463e+04,3.261e+05,4.611e+06
99.2,3.641e+06,1.984e+04,6.881e+05,4.349e+06
100.8,3.375e+06,2.919e+04,1.205e+06,4.609e+06
102.4,3.517e+06,5.012e+04,8.709e+05,4.438e+06
104.1,3.266e+06,4.943e+04,3.324e+05,3.648e+06
105.7,2.845e+06,3.591e+04,1.377e+05,3.018e+06
107.3,2.537e+06,2.909e+04,6.764e+04,2.634e+06
108.9,2.173e+06,2.400e+04,3.641e+04,2.234e+06
110.6,1.797e+06,1.818e+04,2.211e+04,1.837e+06
112.2,1.531e+06,1.442e+04,1.487e+04,1.561e+06
113.8,1.319e+06,1.223e+04,1.055e+04,1.342e+06
115.4,1.143e+06,1.091e+04,7.535e+03,1.162e+06
117.1,9.759e+05,1.061e+04,5.585e+03,9.921e+05
118.7,8.816e+05,1.093e+04,4.344e+03,8.969e+05
120.3,8.569e+05,9.191e+03,3.536e+03,8.696e+05
121.9,8.357e+05,6.139e+03,3.193e+03,8.450e+05
123.6,8.296e+05,4.900e+03,2.757e+03,8.373e+05
125.2,8.410e+05,4.110e+03,2.341e+03,8.474e+05
126.8,8.536e+05,3.408e+03,1.849e+03,8.589e+05
128.4,8.913e+05,3.262e+03,1.481e+03,8.960e+05
130.1,9.076e+05,3.654e+03,1.166e+03,9.124e+05
131.7,7.757e+05,3.762e+03,7.981e+02,7.802e+05
133.3,2.451e+05,1.825e+03,3.589e+02,2.473e+05
134.9,1.711e+04,1.074e+03,1.908e+02,1.838e+04
136.6,1.130e+04,8.178e+02,2.213e+02,1.234e+04
138.2,1.141e+04,1.416e+03,2.498e+02,1.307e+04
139.8,1.165e+04,3.392e+03,3.369e+02,1.537e+04
141.4,1.064e+04,1.403e+03,2.809e+02,1.232e+04
143.1,9.845e+03,5.182e+02,2.047e+02,1.057e+04
144.7,9.060e+03,5.353e+02,1.804e+02,9.776e+03
146.3,8.525e+03,4.868e+02,1.756e+02,9.188e+03
147.9,7.960e+03,4.410e+02,1.508e+02,8.552e+03
149.6,7.218e+03,3.663e+02,1.370e+02,7.721e+03
151.2,6.704e+03,3.005e+02,1.476e+02,7.152e+03
152.8,6.543e+03,2.482e+02,1.610e+02,6.953e+03
154.5,6.124e+03,2.116e+02,1.631e+02,6.499e+03
156.1,6.003e+03,2.027e+02,1.569e+02,6.362e+03
157.7,5.951e+03,2.376e+02,1.566e+02,6.345e+03
159.3,5.574e+03,2.437e+02,1.429e+02,5.961e+03
161.0,5.289e+03,2.177e+02,1.487e+02,5.655e+03
162.6,5.218e+03,1.905e+02,1.483e+02,5.557e+03
164.2,4.934e+03,1.770e+02,1.502e+02,5.261e+03
165.8,4.465e+03,2.023e+02,1.762e+02,4.843e+03
167.5,4.312e+03,2.275e+02,1.721e+02,4.712e+03
169.1,4.580e+03,2.571e+02,1.564e+02,4.994e+03
170.7,4.386e+03,4.061e+02,1.599e+02,4.952e+03
172.3,4.057e+03,5.129e+02,1.587e+02,4.729e+03
174.0,3.941e+03,4.363e+02,1.647e+02,4.542e+03
175.6,4.104e+03,3.181e+02,1.745e+02,4.597e+03
177.2,4.049e+03,1.896e+02,1.814e+02,4.420e+03
178.8,3.684e+03,1.574e+02,1.794e+02,4.021e+03
180.5,3.433e+03,1.475e+02,1.957e+02,3.776e+03
182.1,3.596e+03,1.757e+02,2.670e+02,4.038e+03
183.7,3.510e+03,2.591e+02,3.428e+02,4.112e+03
185.3,3.144e+03,2.843e+02,3.438e+02,3.772e+03
187.0,2.859e+03,2.730e+02,3.182e+02,3.450e+03
188.6,2.786e+03,2.126e+02,3.152e+02,3.313e+03
190.2,2.934e+03,1.621e+02,2.900e+02,3.386e+03
191.8,2.968e+03,1.429e+02,2.757e+02,3.387e+03
193.5,2.743e+03,1.266e+02,2.892e+02,3.158e+03
195.1,2.509e+03,1.252e+02,2.883e+02,2.922e+03
196.7,2.529e+03,1.551e+02,2.801e+02,2.964e+03
198.3,2.809e+03,1.814e+02,2.514e+02,3.242e+03
200.0,2.941e+03,2.018e+02,2.269e+02,3.370e+03
