freq,psd_x,psd_y,psd_z,psd_xyz
64.9,4.963e+05,3.275e+03,2.810e+02,4.999e+05
66.6,6.448e+05,5.903e+03,6.910e+02,6.514e+05
68.2,6.840e+05,8.892e+03,2.013e+03,6.949e+05
69.8,4.623e+05,4.091e+03,4.190e+03,4.706e+05
71.4,3.226e+05,1.824e+03,4.835e+03,3.292e+05
73.1,3.610e+05,4.710e+03,3.654e+03,3.693e+05
74.7,4.967e+05,1.051e+04,2.908e+03,5.101e+05
76.3,6.634e+05,2.165e+04,2.623e+03,6.876e+05
77.9,8.777e+05,3.404e+04,2.708e+03,9.144e+05
79.5,1.131e+06,4.189e+04,2.964e+03,1.176e+06
81.2,1.494e+06,1.141e+05,5.114e+03,1.613e+06
82.8,1.721e+06,3.086e+05,9.012e+03,2.038e+06
84.4,1.438e+06,4.615e+05,1.054e+04,1.910e+06
86.0,1.143e+06,5.054e+05,1.012e+04,1.658e+06
87.7,1.275e+06,5.298e+05,6.953e+03,1.812e+06
89.3,1.486e+06,5.797e+05,3.640e+03,2.070e+06
90.9,2.201e+06,7.003e+05,6.583e+03,2.908e+06
92.5,4.062e+06,8.899e+05,1.095e+04,4.963e+06
94.2,6.081e+06,9.549e+05,1.815e+04,7.054e+06
95.8,6.687e+06,8.497e+05,2.944e+04,7.566e+06
97.4,6.188e+06,6.844e+05,3.624e+04,6.909e+06
99.0,5.114e+06,4.866e+05,3.150e+04,5.632e+06
100.7,3.938e+06,3.225e+05,2.538e+04,4.286e+06
102.3,3.004e+06,2.153e+05,1.944e+04,3.239e+06
103.9,2.448e+06,1.476e+05,1.589e+04,2.611e+06
105.5,2.168e+06,1.095e+05,1.474e+04,2.292e+06
107.1,1.892e+06,8.275e+04,1.341e+04,1.988e+06
108.8,1.592e+06,5.869e+04,1.138e+04,1.662e+06
110.4,1.364e+06,4.003e+04,9.855e+03,1.414e+06
112.0,1.162e+06,2.547e+04,9.456e+03,1.197e+06
113.6,1.021e+06,1.717e+04,9.733e+03,1.048e+06
115.3,9.130e+05,1.126e+04,8.094e+03,9.324e+05
116.9,8.175e+05,8.097e+03,5.423e+03,8.310e+05
118.5,7.877e+05,7.396e+03,4.889e+03,8.000e+05
120.1,8.341e+05,9.162e+03,5.638e+03,8.489e+05
121.8,9.743e+05,8.927e+03,1.158e+04,9.949e+05
123.4,1.256e+06,5.985e+03,3.151e+04,1.293e+06
125.0,1.402e+06,2.288e+03,6.290e+04,1.468e+06
126.6,1.238e+06,1.339e+03,8.578e+04,1.325e+06
128.3,9.723e+05,3.216e+03,9.271e+04,1.068e+06
129.9,7.450e+05,7.677e+03,8.638e+04,8.390e+05
131.5,5.209e+05,1.044e+04,6.288e+04,5.942e+05
133.1,1.594e+05,3.266e+03,1.816e+04,1.808e+05
134.7,1.094e+04,2.553e+02,1.404e+03,1.260e+04
136.4,6.530e+03,1.883e+02,1.193e+03,7.911e+03
138.0,7.299e+03,4.643e+02,3.364e+03,1.113e+04
139.6,7.624e+03,7.959e+02,6.267e+03,1.469e+04
141.2,6.092e+03,3.755e+02,1.139e+03,7.606e+03
142.9,5.610e+03,2.941e+02,3.589e+02,6.263e+03
144.5,5.183e+03,2.747e+02,3.706e+02,5.828e+03
146.1,4.939e+03,2.665e+02,3.587e+02,5.564e+03
147.7,4.805e+03,2.808e+02,3.677e+02,5.454e+03
149.4,4.438e+03,2.801e+02,4.290e+02,5.147e+03
151.0,4.339e+03,2.472e+02,5.353e+02,5.122e+03
152.6,4.103e+03,2.489e+02,6.017e+02,4.953e+03
154.2,3.601e+03,2.391e+02,6.942e+02,4.534e+03
155.9,3.238e+03,2.062e+02,8.564e+02,4.300e+03
157.5,3.309e+03,2.189e+02,1.084e+03,4.612e+03
159.1,3.792e+03,2.871e+02,1.387e+03,5.467e+03
160.7,4.415e+03,3.813e+02,1.315e+03,6.111e+03
162.3,4.805e+03,4.893e+02,9.349e+02,6.229e+03
164.0,4.901e+03,6.567e+02,6.848e+02,6.243e+03
165.6,4.819e+03,7.921e+02,6.161e+02,6.227e+03
167.2,4.494e+03,8.409e+02,6.508e+02,5.985e+03
168.8,4.467e+03,9.083e+02,8.072e+02,6.182e+03
170.5,4.503e+03,9.191e+02,9.844e+02,6.406e+03
172.1,4.145e+03,7.977e+02,1.258e+03,6.201e+03
173.7,3.925e+03,7.310e+02,1.824e+03,6.480e+03
175.3,3.875e+03,8.198e+02,2.775e+03,7.470e+03
177.0,3.669e+03,8.894e+02,2.841e+03,7.400e+03
178.6,3.225e+03,7.609e+02,2.115e+03,6.101e+03
180.2,2.793e+03,5.791e+02,1.277e+03,4.649e+03
181.8,2.717e+03,5.693e+02,9.453e+02,4.232e+03
183.4,2.786e+03,7.895e+02,1.385e+03,4.961e+03
185.1,2.566e+03,9.710e+02,1.601e+03,5.138e+03
186.7,2.415e+03,9.993e+02,1.299e+03,4.714e+03
188.3,2.466e+03,9.795e+02,8.137e+02,4.259e+03
189.9,2.731e+03,1.019e+03,5.325e+02,4.282e+03
191.6,2.827e+03,1.021e+03,4.478e+02,4.296e+03
193.2,2.662e+03,9.935e+02,4.332e+02,4.089e+03
194.8,2.556e+03,9.466e+02,4.505e+02,3.954e+03
196.4,2.418e+03,8.772e+02,4.995e+02,3.794e+03
198.1,2.736e+03,6.906e+02,5.640e+02,3.990e+03
199.7,3.167e+03,7.123e+02,7.376e+02,4.617e+03
